,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,diff,coverted_usd
43921,U001,0200762301,C&S WH trust,,2020.0,1930861017.0,2020-05-06,2020-05-21,2020-05-06,NAC6,not equal,38652.74
43928,U001,0200743996,STATER  corp,,2020.0,1930587318.0,2020-03-03,2020-03-18,2020-03-03,NAA8,not equal,12872.635999999999
43933,U001,0200704858,WAKE corporation,,2020.0,1930593203.0,2020-03-03,2020-03-18,2020-03-03,NAA8,not equal,49379.113
43941,U001,200777735,NASH  in,,2020.0,1930753482.0,2020-04-07,2020-04-22,2020-04-07,NAA8,not equal,15375.143
43948,U001,0200772670,ASSOCIAT in,,2020.0,1930596057.0,2020-03-03,2020-03-18,2020-03-03,NAU5,equal,87837.253
43950,U001,200571849,US  trust,,2020.0,1930822480.0,2020-04-28,2020-05-13,2020-04-28,NAA8,not equal,5252.295999999999
43951,U001,0200769623,WAL-MAR corp,,2020.0,1930629570.0,2020-03-10,2020-03-25,2020-03-10,NAH4,equal,6765.731
43953,U001,0200769623,WAL-MAR systems,,2020.0,1930624668.0,2020-03-11,2020-03-26,2020-03-11,NAH4,not equal,13467.027
43955,U001,0200799367,MCL corp,,2020.0,1930763691.0,2020-04-09,2020-04-24,2020-04-09,NAA8,not equal,35331.954
43956,U001,0200721222,GO us,,2020.0,1930756841.0,2020-04-08,2020-04-23,2020-04-08,NAA8,not equal,28323.085
43957,U001,0200769623,WAL-MAR us,,2020.0,1930693072.0,2020-03-25,2020-04-09,2020-03-25,NAH4,not equal,32524.743999999995
43971,U001,0200705372,FR foundation,,2020.0,1930761458.0,2020-04-09,2020-04-24,2020-04-09,NAA8,not equal,36361.486
43973,U001,0200769623,WAL-MAR corporation,,2020.0,1930569912.0,2020-02-27,2020-03-13,2020-02-27,NAH4,not equal,30596.117999999995
43986,U001,200705742,DOT associates,,2020.0,1930848971.0,2020-05-01,2020-06-02,2020-05-01,NA32,equal,2629.9979999999996
43988,U001,0200980828,BEN E associates,,2020.0,1930862734.0,2020-05-07,2020-05-27,2020-05-07,NAD1,not equal,31549.861
43989,U001,0200792293,UNIFIE corp,,2020.0,1930603231.0,2020-03-05,2020-03-20,2020-03-05,NAA8,not equal,58189.76099999999
43991,U001,0200777735,NASH  us,,2020.0,1930763278.0,2020-04-07,2020-04-22,2020-04-07,NAA8,not equal,65213.722
44002,CA02,0140106408,WAL-M corp,,2020.0,2960619643.0,2020-03-09,2020-03-19,2020-03-09,CA10,equal,17279.114999999998
44005,U001,0200762301,C&S WH associates,,2020.0,1930732636.0,2020-04-02,2020-04-17,2020-04-02,NAC6,equal,63503.825
44006,U001,200793568,SUPE in,,2020.0,1930846791.0,2020-05-01,2020-05-16,2020-05-01,NAA8,equal,2144.058
44011,U001,0200769623,WAL-MAR llc,,2020.0,1930684901.0,2020-03-23,2020-04-07,2020-03-23,NAH4,not equal,462.777
44017,U001,0200358522,SILVE in,,2020.0,1930788070.0,2020-04-15,2020-04-30,2020-04-15,NAA8,equal,15607.822999999999
44026,U001,200726979,BJ'S  llc,,2020.0,1930655830.0,2020-03-16,2020-03-31,2020-03-16,NAA8,equal,340.879
44027,U001,0200729942,SA in,,2020.0,1930731399.0,2020-04-02,2020-04-17,2020-04-02,NAA8,not equal,11452.223999999998
44034,U001,0200769623,WAL-MAR systems,,2020.0,1930845081.0,2020-05-01,2020-05-16,2020-05-01,NAH4,equal,8412.557999999999
44039,U001,0200735528,ASSOCIA trust,,2020.0,1930748668.0,2020-04-06,2020-04-21,2020-04-06,NAA8,not equal,78632.89
44042,CA02,0140104409,LOB trust,,2020.0,2960622570.0,2020-03-23,2020-04-02,2020-03-23,CA10,equal,106327.05999999998
44048,U001,0200769623,WAL-MAR co,,2020.0,1930651701.0,2020-03-13,2020-03-28,2020-03-13,NAH4,equal,29933.435
44050,U001,0200769623,WAL-MAR ,,2020.0,1930744558.0,2020-04-04,2020-04-19,2020-04-04,NAH4,not equal,7300.810999999999
44053,U001,0200744019,TARG llc,,2020.0,1930683040.0,2020-03-21,2020-04-05,2020-03-21,NAA8,equal,8509.487
44059,U001,0100031704,DELHAIZE corporation,,2020.0,1930719815.0,2020-03-29,2020-04-13,2020-03-29,NAA8,not equal,29576.407
44064,U001,0200769623,WAL-MAR trust,,2020.0,1930849125.0,2020-05-02,2020-05-17,2020-05-02,NAH4,not equal,159.53699999999998
44068,U001,200769623,WAL-MAR us,,2020.0,1930884676.0,2020-05-12,2020-05-27,2020-05-12,NAH4,not equal,1062.992
44079,U001,0200772670,ASSOCIAT corp,,2020.0,1930667159.0,2020-03-18,2020-04-02,2020-03-18,NAU5,equal,3588.5499999999997
44081,U001,0200726979,BJ'S  us,,2020.0,1930716672.0,2020-03-29,2020-04-13,2020-03-29,NAA8,not equal,179.893
44083,U001,0200769623,WAL-MAR associates,,2020.0,1930777541.0,2020-04-11,2020-04-26,2020-04-11,NAH4,equal,277.319
44089,U001,0200772670,ASSOCIAT in,,2020.0,1930739455.0,2020-04-03,2020-04-18,2020-04-03,NAU5,equal,40452.159999999996
44104,U001,0200759878,SA foundation,,2020.0,1930772360.0,2020-04-15,2020-04-30,2020-04-15,NAH4,not equal,10045.623
44107,U001,0200744019,TARG systems,,2020.0,1930822668.0,2020-04-25,2020-05-10,2020-04-25,NAA8,not equal,2060.0649999999996
44111,CA02,0140104392,FLANAG associates,,2020.0,2960632989.0,2020-05-08,2020-05-18,2020-05-08,CA10,equal,5603.073
44115,U001,0200769623,WAL-MAR in,,2020.0,1930700142.0,2020-03-25,2020-04-09,2020-03-25,NAH4,equal,35679.231
44121,U001,0200418007,AM trust,,2020.0,1930810283.0,2020-04-22,2020-05-07,2020-04-22,NAA8,not equal,9496.984
44122,U001,0200769623,WAL-MAR ,,2020.0,1930818444.0,2020-04-23,2020-05-08,2020-04-23,NAH4,equal,12512.031
44124,U001,0200706844,WINC us,,2020.0,1930793768.0,2020-04-20,2020-05-05,2020-04-20,NAA8,not equal,4298.5109999999995
44130,U001,0200833713,JETRO ,,2020.0,1930622814.0,2020-03-09,2020-03-24,2020-03-09,NAA8,not equal,19031.285
44132,U001,0200769623,WAL-MAR llc,,2020.0,1930776560.0,2020-04-10,2020-04-25,2020-04-10,NAH4,not equal,42457.863
44135,U001,0200594874,ADEL in,,2020.0,1930787780.0,2020-04-16,2020-05-01,2020-04-16,NAA8,not equal,59539.157999999996
44137,U001,0200769623,WAL-MAR ,,2020.0,1930782872.0,2020-04-15,2020-04-30,2020-04-15,NAH4,not equal,50174.747
44141,U001,0200290370,BARGAIN  co,,2020.0,1930582589.0,2020-03-03,2020-03-18,2020-03-03,NAA8,not equal,2517.62
44144,U001,200707822,PUBLI llc,,2020.0,1930729166.0,2020-03-31,2020-04-15,2020-03-31,NAA8,not equal,62307.833
44146,U001,200741174,M B  systems,,2020.0,1930662082.0,2020-03-18,2020-04-02,2020-03-18,NAA8,not equal,4775.589
44147,U001,0200696090,UNITE llc,,2020.0,1930772071.0,2020-04-14,2020-04-29,2020-04-14,NAA8,not equal,2788.394
44150,U001,0200762950,HAR associates,,2020.0,1930657182.0,2020-03-16,2020-03-31,2020-03-16,NAA8,equal,34144.424999999996
44157,U001,0200770567,LABAT systems,,2020.0,1930660744.0,2020-03-18,2020-04-02,2020-03-18,NAA8,not equal,40254.21399999999
44163,U001,0200772670,ASSOCIAT co,,2020.0,1930789498.0,2020-04-15,2020-04-30,2020-04-15,NAU5,not equal,1349.25
44166,U001,0100015557,BI foundation,,2020.0,1930863599.0,2020-05-06,2020-05-21,2020-05-06,NAA8,equal,12986.735999999999
44173,U001,0200762301,C&S WH systems,,2020.0,1930745420.0,2020-04-05,2020-04-20,2020-04-05,NAC6,not equal,10225.936
44175,U001,0200794332,COST ,,2020.0,1930654470.0,2020-03-17,2020-04-01,2020-03-17,NAAX,not equal,964.7959999999999
44176,U001,0200793513,KROGER llc,,2020.0,1930705546.0,2020-03-26,2020-04-10,2020-03-26,NAA8,equal,12098.449999999999
44178,CA02,0140106408,WAL-M llc,,2020.0,2960622791.0,2020-03-23,2020-04-02,2020-03-23,CA10,equal,4482.562
44191,U001,0200726979,BJ'S  ,,2020.0,1930716176.0,2020-03-28,2020-04-12,2020-03-28,NAA8,equal,389.774
44194,U001,0200769623,WAL-MAR llc,,2020.0,1930853098.0,2020-05-04,2020-05-19,2020-05-04,NAH4,not equal,8647.449999999999
44200,U013,0140103699,L&E IN trust,,2020.0,1991840366.0,2020-04-09,2020-05-09,2020-04-09,NAVE,not equal,26026.994
44202,U001,0200704858,WAKE us,,2020.0,1930659689.0,2020-03-17,2020-04-01,2020-03-17,NAA8,equal,14845.131
44209,U001,0200769623,WAL-MAR foundation,,2020.0,1930699710.0,2020-03-26,2020-04-10,2020-03-26,NAH4,not equal,42.903
44218,U001,0200762301,C&S WH us,,2020.0,1930718554.0,2020-03-30,2020-04-14,2020-03-30,NAC6,not equal,8231.202
44237,U001,0200761734,H E BUT llc,,2020.0,1930830965.0,2020-04-28,2020-05-13,2020-04-28,NAA8,not equal,37669.939999999995
44249,U001,0200418007,AM llc,,2020.0,1930804250.0,2020-04-21,2020-05-06,2020-04-21,NAA8,not equal,14537.026
44256,U001,0200761734,H E BUT trust,,2020.0,1930592475.0,2020-03-03,2020-03-18,2020-03-03,NAA8,not equal,34424.061
44261,U001,0200769623,WAL-MAR us,,2020.0,1930709997.0,2020-03-28,2020-04-12,2020-03-28,NAH4,not equal,50235.92
44265,U001,0200726979,BJ'S  foundation,,2020.0,1930843020.0,2020-04-29,2020-05-14,2020-04-29,NAA8,not equal,177.688
44270,U001,0200705742,DOT ,,2020.0,1930628296.0,2020-03-10,2020-03-30,2020-03-10,NAD1,equal,32548.929
44284,U001,0200769623,WAL-MAR llc,,2020.0,1930691697.0,2020-03-24,2020-04-08,2020-03-24,NAH4,equal,1329.23
44285,U001,200752302,KROGER us,,2020.0,1930661919.0,2020-03-19,2020-04-03,2020-03-19,NAA8,not equal,14149.631999999998
44287,U001,0200712187,SPAR llc,,2020.0,1930705389.0,2020-03-26,2020-04-10,2020-03-26,NAA8,equal,607.747
44292,U001,0200759878,SA corp,,2020.0,1930699129.0,2020-03-25,2020-04-09,2020-03-25,NAH4,equal,25225.137000000002
44293,U001,0200353024,DECA in,,2020.0,1930809159.0,2020-04-22,2020-04-26,2020-04-16,NAM2,not equal,4014.6329999999994
44294,U001,0200712105,WALG corporation,,2020.0,1930593785.0,2020-03-03,2020-03-18,2020-03-03,NAA8,equal,63518.21
44297,CA02,0140104440,SO us,,2020.0,2960620111.0,2020-03-10,2020-03-20,2020-03-10,CA10,equal,72345.238
44298,U001,0200769623,WAL-MAR associates,,2020.0,1930693735.0,2020-03-25,2020-04-09,2020-03-25,NAH4,not equal,246.225
44309,CA02,0140104429,COSTCO trust,,2020.0,2960617190.0,2020-02-28,2020-03-19,2020-03-09,CA10,not equal,17962.567
44312,U001,0200707822,PUBLI llc,,2020.0,1930585567.0,2020-03-01,2020-03-16,2020-03-01,NAA8,equal,47567.918999999994
44317,U001,0200769623,WAL-MAR systems,,2020.0,1930750273.0,2020-04-06,2020-04-21,2020-04-06,NAH4,not equal,15791.881
44321,U001,0200769623,WAL-MAR trust,,2020.0,1930769654.0,2020-04-14,2020-04-29,2020-04-14,NAH4,not equal,10779.293
44330,U001,0200777735,NASH  foundation,,2020.0,1930779488.0,2020-04-13,2020-04-28,2020-04-13,NAA8,equal,35262.352999999996
44331,U001,0200769623,WAL-MAR co,,2020.0,1930847425.0,2020-05-01,2020-05-16,2020-05-01,NAH4,equal,660.184
44332,U013,0140103713,PRIM us,,2020.0,1991841527.0,2020-04-05,2020-05-05,2020-04-05,NAVE,not equal,3617.1799999999994
44333,U001,0200761734,H E BUT co,,2020.0,1930727339.0,2020-04-02,2020-04-17,2020-04-02,NAA8,not equal,32866.869
44339,U001,0200769623,WAL-MAR in,,2020.0,1930623836.0,2020-03-10,2020-03-25,2020-03-10,NAH4,not equal,8352.939
44341,U001,0200762950,HAR co,,2020.0,1930726987.0,2020-04-03,2020-04-18,2020-04-03,NAA8,not equal,58463.327999999994
44343,U001,0200759878,SA in,,2020.0,1930717870.0,2020-03-29,2020-04-13,2020-03-29,NAH4,equal,17269.685999999998
44348,U001,0200865666,RESTAU foundation,,2020.0,1930803347.0,2020-04-22,2020-05-07,2020-04-22,NAA8,not equal,12802.405
44353,U001,0200741174,M B  in,,2020.0,1930624148.0,2020-03-11,2020-03-26,2020-03-11,NAA8,not equal,3529.8829999999994
44361,U001,0200772670,ASSOCIAT in,,2020.0,1930647158.0,2020-03-12,2020-03-27,2020-03-12,NAU5,not equal,378.168
44367,U001,0200762301,C&S WH associates,,2020.0,1930843837.0,2020-05-02,2020-05-17,2020-05-02,NAC6,not equal,69486.82999999999
44369,U013,0140103480,PRIC us,,2020.0,1991841519.0,2020-03-29,2020-05-13,2020-03-29,NAVF,not equal,4128.768
44376,U001,0200778870,C trust,,2020.0,1930811065.0,2020-04-22,2020-05-07,2020-04-22,NAA8,equal,111032.33399999999
44386,U001,0200020431,DEC corp,,2020.0,1930861633.0,2020-05-06,2020-05-24,2020-05-01,NAM4,not equal,2127.538
44387,U001,0200418007,AM associates,,2020.0,1930665002.0,2020-03-20,2020-04-04,2020-03-20,NAA8,not equal,22092.539
44388,U001,0200782669,SYGMA corporation,,2020.0,1930573671.0,2020-03-04,2020-03-19,2020-03-04,NAA8,not equal,3350.9629999999997
44419,U001,0200769623,WAL-MAR associates,,2020.0,1930687316.0,2020-03-23,2020-04-07,2020-03-23,NAH4,equal,2289.028
44420,U001,0100030964,NATURA foundation,,2020.0,1930750466.0,2020-04-06,2020-04-21,2020-04-06,NAA8,not equal,34387.92
44423,U001,0200020431,DEC corp,,2020.0,1930681953.0,2020-03-21,2020-04-08,2020-03-16,NAM4,not equal,223.69199999999998
44425,U001,0200290370,BARGAIN  llc,,2020.0,1930652063.0,2020-03-16,2020-03-31,2020-03-16,NAA8,not equal,5738.459999999999
44427,CA02,0140104440,SO llc,,2020.0,2960620452.0,2020-03-14,2020-03-24,2020-03-14,CA10,equal,68726.987
44431,U001,0200739006,AL corp,,2020.0,1930647876.0,2020-03-18,2020-04-02,2020-03-18,NAA8,not equal,9409.344
44433,U001,0200704045,RA corp,,2020.0,1930681306.0,2020-03-21,2020-04-05,2020-03-21,NAA8,equal,16995.3
44436,U001,0200769623,WAL-MAR systems,,2020.0,1930760759.0,2020-04-08,2020-04-23,2020-04-08,NAH4,equal,4957.967
44438,U001,0200744019,TARG in,,2020.0,1930774755.0,2020-04-11,2020-04-26,2020-04-11,NAA8,not equal,8746.030999999999
44440,U001,0200762301,C&S WH corporation,,2020.0,1930758200.0,2020-04-08,2020-04-23,2020-04-08,NAC6,not equal,3224.312
44447,U001,0200769623,WAL-MAR foundation,,2020.0,1930826545.0,2020-04-25,2020-05-10,2020-04-25,NAH4,equal,15585.583999999999
44450,U001,0200795490,HY -  corporation,,2020.0,1930723441.0,2020-03-30,2020-04-14,2020-03-30,NAA8,not equal,23402.889999999996
44460,U001,0200769623,WAL-MAR associates,,2020.0,1930831067.0,2020-04-28,2020-05-13,2020-04-28,NAH4,not equal,25640.608
44465,U001,0200769623,WAL-MAR in,,2020.0,1930671744.0,2020-03-19,2020-04-03,2020-03-19,NAH4,equal,4949.119
44470,U001,0200759878,SA foundation,,2020.0,1930777141.0,2020-04-10,2020-04-25,2020-04-10,NAH4,not equal,20212.29
44474,U001,0200769623,WAL-MAR systems,,2020.0,1930733351.0,2020-04-01,2020-04-16,2020-04-01,NAH4,not equal,22522.766
44483,U001,0200342745,NAPPIE co,,2020.0,1930577240.0,2020-02-27,2020-03-13,2020-02-27,NAA8,equal,20323.674
44486,U001,0200719839,ASSOCI llc,,2020.0,1930835693.0,2020-05-01,2020-05-16,2020-05-01,NAA8,not equal,2825.8509999999997
44488,U001,0200820380,SMITH'S ,,2020.0,1930651404.0,2020-03-15,2020-03-30,2020-03-15,NAA8,not equal,30939.775999999998
44498,U001,0200726979,BJ'S  llc,,2020.0,1930798191.0,2020-04-18,2020-05-03,2020-04-18,NAA8,not equal,355.376
44506,U001,0200769623,WAL-MAR llc,,2020.0,1930828535.0,2020-04-27,2020-05-12,2020-04-27,NAH4,not equal,15501.933999999997
44516,U001,200706844,WINC associates,,2020.0,1930855406.0,2020-05-07,2020-05-22,2020-05-07,NAA8,not equal,28104.636000000002
44519,U001,200706844,WINC ,,2020.0,1930673801.0,2020-03-21,2020-04-05,2020-03-21,NAA8,not equal,10701.068
44526,U001,0200769623,WAL-MAR foundation,,2020.0,1930857340.0,2020-05-05,2020-05-20,2020-05-05,NAH4,not equal,219.219
44538,U001,0200416837,DEC corporation,,2020.0,1930674734.0,2020-03-20,2020-03-26,2020-03-16,NAM2,not equal,1459.3529999999998
44539,U001,0200771157,WEIS trust,,2020.0,1930768820.0,2020-04-10,2020-04-25,2020-04-10,NAA8,not equal,31857.112
44540,U001,0200799180,CHEN us,,2020.0,1930830612.0,2020-04-30,2020-05-20,2020-04-30,NAD1,not equal,13708.8
44541,U001,0200794332,COST us,,2020.0,1930772802.0,2020-04-10,2020-04-25,2020-04-10,NAAX,not equal,8310.078
44542,U001,0200721222,GO trust,,2020.0,1930668470.0,2020-03-19,2020-04-03,2020-03-19,NAA8,not equal,16718.653
44544,U001,0200619670,AJINOMO llc,,2020.0,1930763981.0,2020-04-16,2020-04-26,2020-04-16,NA10,not equal,5952.744
44546,U001,200780383,MEIJ llc,,2020.0,1930839906.0,2020-04-30,2020-05-15,2020-04-30,NAA8,not equal,87110.821
44551,U001,0100031704,DELHAIZE in,,2020.0,1930796757.0,2020-04-19,2020-06-23,2020-04-19,NAGD,not equal,2001.1529999999998
44553,U001,0200739534,OK us,,2020.0,1930777026.0,2020-04-10,2020-04-25,2020-04-10,NAA8,equal,59740.820999999996
44555,U001,0200707005,KING S corporation,,2020.0,1930676023.0,2020-03-22,2020-04-06,2020-03-22,NAA8,not equal,103077.84199999999
44558,U001,0200744019,TARG in,,2020.0,1930655219.0,2020-03-16,2020-05-20,2020-03-16,NAGD,equal,7244.615
44559,U001,0200561861,CO llc,,2020.0,1930780037.0,2020-04-16,2020-05-01,2020-04-16,NAA8,not equal,24767.392999999996
44561,U001,0200769623,WAL-MAR corporation,,2020.0,1930789452.0,2020-04-16,2020-05-01,2020-04-16,NAH4,not equal,8976.793
44567,U001,0200769623,WAL-MAR co,,2020.0,1930850972.0,2020-05-03,2020-05-18,2020-05-03,NAH4,not equal,6510.706999999999
44569,U001,0200466603,SMITH'S co,,2020.0,1930776721.0,2020-04-11,2020-04-26,2020-04-11,NAA8,not equal,65708.041
44570,U001,0200762301,C&S WH llc,,2020.0,1930718227.0,2020-03-29,2020-04-13,2020-03-29,NAC6,equal,72951.746
44572,U001,200794332,COST systems,,2020.0,1930652728.0,2020-03-16,2020-03-31,2020-03-16,NAAX,not equal,11806.529
44579,U001,0200762301,C&S WH corp,,2020.0,1930719772.0,2020-04-01,2020-04-16,2020-04-01,NAC6,not equal,90561.09999999999
44580,U001,0200148860,DOLLA trust,,2020.0,1930675665.0,2020-03-20,2020-04-04,2020-03-20,NAA8,equal,49233.793
44587,U001,CCU013,KRAFT F trust,,2020.0,1930593842.0,2020-03-07,2020-03-07,2020-03-07,NAX2,not equal,1229.55
44588,U001,0200705372,FR us,,2020.0,1930827520.0,2020-04-28,2020-05-13,2020-04-28,NAA8,not equal,35423.975999999995
44590,U001,0200803720,DEC co,,2020.0,1930617830.0,2020-03-07,2020-03-11,2020-03-01,NAM2,not equal,14075.453
44592,U001,0200769623,WAL-MAR systems,,2020.0,1930676212.0,2020-03-21,2020-04-05,2020-03-21,NAH4,not equal,85.79899999999999
44600,U001,0200881076,ALBERT trust,,2020.0,1930570843.0,2020-02-27,2020-03-13,2020-02-27,NAA8,not equal,53184.683999999994
44605,U001,0200762301,C&S WH associates,,2020.0,1930854919.0,2020-05-03,2020-05-18,2020-05-03,NAC6,equal,104572.93699999999
44609,U001,0200769623,WAL-MAR associates,,2020.0,1930851854.0,2020-05-03,2020-05-18,2020-05-03,NAH4,not equal,29092.301
44616,U001,0200875006,KROGER us,,2020.0,1930819324.0,2020-04-23,2020-05-08,2020-04-23,NAA8,equal,44525.01899999999
44625,U001,0200797452,US  associates,,2020.0,1930653615.0,2020-03-16,2020-03-31,2020-03-16,NAA8,not equal,31905.572999999997
44638,U001,0200726979,BJ'S  us,,2020.0,1930783029.0,2020-04-15,2020-04-30,2020-04-15,NAA8,not equal,69.678
44649,U001,0200148860,DOLLA co,,2020.0,1930751615.0,2020-04-05,2020-04-20,2020-04-05,NAA8,equal,8033.928
44659,U001,0200769623,WAL-MAR systems,,2020.0,1930586715.0,2020-03-04,2020-03-19,2020-03-04,NAH4,not equal,39651.367
44660,U001,0200769623,WAL-MAR in,,2020.0,1930755295.0,2020-04-07,2020-04-22,2020-04-07,NAH4,not equal,599.795
44668,U001,0200769623,WAL-MAR corporation,,2020.0,1930798905.0,2020-04-18,2020-05-03,2020-04-18,NAH4,not equal,2235.205
44681,U001,0200353024,DECA foundation,,2020.0,1930762247.0,2020-04-08,2020-04-24,2020-04-01,NAM4,not equal,418.99199999999996
44691,U001,0200769623,WAL-MAR in,,2020.0,1930646281.0,2020-03-13,2020-03-28,2020-03-13,NAH4,equal,1177.204
44699,U001,0200744019,TARG trust,,2020.0,1930691978.0,2020-03-25,2020-04-09,2020-03-25,NAA8,not equal,20845.762
44702,U001,0200769623,WAL-MAR in,,2020.0,1930653136.0,2020-03-18,2020-04-02,2020-03-18,NAH4,not equal,10569.992999999999
44707,U001,0200759878,SA corporation,,2020.0,1930827187.0,2020-04-27,2020-05-12,2020-04-27,NAH4,not equal,28205.03
44710,U001,0200920735,ALBERT corporation,,2020.0,1930775536.0,2020-04-11,2020-04-26,2020-04-11,NAA8,not equal,42955.983
44716,U001,0200769623,WAL-MAR co,,2020.0,1930782960.0,2020-04-15,2020-04-30,2020-04-15,NAH4,not equal,9620.057999999999
44717,U001,0200744019,TARG co,,2020.0,1930654113.0,2020-03-16,2020-03-31,2020-03-16,NAA8,not equal,20314.623
44730,U001,0200793830,M us,,2020.0,1930822218.0,2020-04-23,2020-05-08,2020-04-23,NAA8,not equal,65659.881
44732,U001,0200769623,WAL-MAR llc,,2020.0,1930724583.0,2020-04-01,2020-04-16,2020-04-01,NAH4,not equal,9849.867999999999
44748,U001,0200792283,SYSCO  llc,,2020.0,1930646742.0,2020-03-13,2020-03-28,2020-03-13,NAA8,equal,26898.913999999997
44754,U001,0200337148,COAS corporation,,2020.0,1930838352.0,2020-04-29,2020-05-14,2020-04-29,NAA8,equal,4804.5199999999995
44761,U001,0200769623,WAL-MAR trust,,2020.0,1930690565.0,2020-03-24,2020-04-08,2020-03-24,NAH4,equal,6482.623
44765,U001,0200769623,WAL-MAR ,,2020.0,1930583603.0,2020-03-01,2020-03-16,2020-03-01,NAH4,not equal,4664.163
44768,U001,0200622385,US  foundation,,2020.0,1930610504.0,2020-03-05,2020-03-20,2020-03-05,NAA8,equal,92089.58499999999
44777,U001,200707822,PUBLI associates,,2020.0,1930718929.0,2020-03-31,2020-04-15,2020-03-31,NAA8,not equal,116271.848
44786,U001,0200759878,SA systems,,2020.0,1930664687.0,2020-03-19,2020-04-03,2020-03-19,NAH4,not equal,26171.522999999997
44794,U001,0200020431,DEC co,,2020.0,1930682917.0,2020-03-21,2020-03-26,2020-03-16,NAM2,not equal,18579.721999999998
44797,U001,0200782669,SYGMA systems,,2020.0,1930678762.0,2020-03-20,2020-04-09,2020-03-20,NAD1,equal,24267.404
44810,U001,0200769623,WAL-MAR co,,2020.0,1930683783.0,2020-03-22,2020-04-06,2020-03-22,NAH4,not equal,7181.3769999999995
44823,U001,200743996,STATER  corporation,,2020.0,1930738393.0,2020-04-03,2020-04-18,2020-04-03,NAA8,equal,40558.916999999994
44832,U001,0200526831,PERISH in,,2020.0,1930639519.0,2020-03-12,2020-03-27,2020-03-12,NAA8,not equal,96337.43699999999
44834,U001,0200759878,SA in,,2020.0,1930737950.0,2020-04-03,2020-04-18,2020-04-03,NAH4,not equal,7441.265999999999
44835,U001,0200780383,MEIJ in,,2020.0,1930751270.0,2020-04-06,2020-04-21,2020-04-06,NAA8,not equal,84286.125
44836,U001,0200769623,WAL-MAR systems,,2020.0,1930684956.0,2020-03-24,2020-04-08,2020-03-24,NAH4,not equal,41254.899
44850,U001,0200230690,DECA foundation,,2020.0,1930745785.0,2020-04-04,2020-04-24,2020-04-01,NAM4,not equal,171.864
44851,U001,0200759878,SA us,,2020.0,1930856899.0,2020-05-05,2020-05-20,2020-05-05,NAH4,not equal,19464.515
44852,CA02,0140104409,LOB us,,2020.0,2960631460.0,2020-05-01,2020-05-16,2020-05-06,CA10,not equal,2745.288
44874,U001,0200769623,WAL-MAR foundation,,2020.0,1930714441.0,2020-03-28,2020-04-12,2020-03-28,NAH4,equal,12071.626
44894,U001,0200769623,WAL-MAR systems,,2020.0,1930606604.0,2020-03-08,2020-03-23,2020-03-08,NAH4,not equal,10069.422999999999
44897,U001,0200416837,DEC co,,2020.0,1930826232.0,2020-04-25,2020-04-26,2020-04-16,NAM2,not equal,11035.646999999999
44900,U001,0200793568,SUPE co,,2020.0,1930677044.0,2020-03-25,2020-04-09,2020-03-25,NAA8,not equal,141.379
44904,U001,0200794332,COST foundation,,2020.0,1930571966.0,2020-02-28,2020-03-14,2020-02-28,NAAX,not equal,6859.496
44908,CA02,0140104409,LOB trust,,2020.0,2960629722.0,2020-04-18,2020-05-03,2020-04-23,CA10,not equal,22218.489999999998
44909,U001,0200772670,ASSOCIAT associates,,2020.0,1930755181.0,2020-04-06,2020-04-21,2020-04-06,NAU5,equal,121.56899999999999
44916,U001,0200744019,TARG us,,2020.0,1930738921.0,2020-04-05,2020-04-20,2020-04-05,NAA8,not equal,3162.145
44917,U001,CCU013,KRAFT F corporation,,2020.0,1930703291.0,2020-03-27,2020-03-27,2020-03-27,NAX2,not equal,9847.936
44919,U001,0200786288,FAMILY in,,2020.0,1930829268.0,2020-04-27,2020-05-12,2020-04-27,NAC6,equal,51131.143000000004
44950,U001,0200955827,KE llc,,2020.0,1930689335.0,2020-03-04,2020-03-19,2020-03-04,NAA8,not equal,17955.0
44951,U001,0200781803,JRD ,,2020.0,1930587091.0,2020-03-02,2020-03-22,2020-03-02,NAD1,equal,312.64799999999997
44965,U001,0200772670,ASSOCIAT in,,2020.0,1930645509.0,2020-03-12,2020-03-27,2020-03-12,NAU5,equal,51436.875
44967,U001,0200148860,DOLLA associates,,2020.0,1930720537.0,2020-04-01,2020-04-16,2020-04-01,NAA8,not equal,8317.302
44971,U001,0200769623,WAL-MAR systems,,2020.0,1930598553.0,2020-03-05,2020-03-20,2020-03-05,NAH4,not equal,8748.957
44976,U001,0200772595,SAFEW systems,,2020.0,1930793963.0,2020-04-15,2020-04-30,2020-04-15,NAA8,not equal,4259.143
44977,U001,0200769623,WAL-MAR corporation,,2020.0,1930855967.0,2020-05-05,2020-05-20,2020-05-05,NAH4,not equal,5558.048999999999
44980,U001,0200769623,WAL-MAR in,,2020.0,1930586304.0,2020-03-03,2020-03-18,2020-03-03,NAH4,not equal,24246.957
44984,U001,0200700919,US  trust,,2020.0,1930820002.0,2020-04-23,2020-05-08,2020-04-23,NAA8,equal,17688.943999999996
44985,U001,0200936373,SUPE co,,2020.0,1930704608.0,2020-03-27,2020-04-11,2020-03-27,NAA8,not equal,74110.344
44986,U001,0200793830,M llc,,2020.0,1930801037.0,2020-04-18,2020-05-03,2020-04-18,NAA8,equal,7514.359999999999
